Site	Type	Left	Right	Strand	Transcription-Units
dinBp2	BOX_10	250864	250874	+	NA
dinBp2	BOX_35	250847	250852	+	NA
dinBp	BOX_10	250869	250874	+	NA
dinBp	BOX_35	250847	250852	+	NA
yafNp	BOX_10	251961	251966	+	NA
yafNp	BOX_35	251939	251944	+	NA
pepDp3	BOX_10	255748	255753	-	NA
pepDp3	BOX_35	255772	255777	-	NA
gptp	BOX_10	255905	255910	+	NA
gptp	BOX_35	255878	255883	+	NA
frsAp	BOX_10	256489	256494	+	NA
frsAp	BOX_35	256464	256469	+	NA
crlp1	BOX_10	257798	257803	+	NA
crlp1	BOX_35	257776	257781	+	NA
crlp2	BOX_10	257807	257811	+	NA
crlp2	BOX_35	257795	257800	+	NA
phoEp	BOX_10	260166	260171	-	NA
phoEp	BOX_35	260187	260192	-	NA
proBp8	BOX_10	260205	260210	+	NA
proBp8	BOX_35	260180	260185	+	NA
proBp11	BOX_10	260292	260297	+	NA
proBp11	BOX_35	260269	260275	+	NA
thrWp	BOX_10	262825	262830	+	NA
thrWp	BOX_35	262802	262807	+	NA
ykfIp7	BOX_10	263823	263829	-	NA
ykfIp7	BOX_35	263844	263850	-	NA
ykfBp1	BOX_10	266165	266172	-	NA
ykfBp1	BOX_35	266187	266191	-	NA
ykfBp2	BOX_10	266234	266241	-	NA
ykfBp2	BOX_35	266257	266261	-	NA
insN-1p	BOX_10	270211	270219	+	NA
mmuPp1	BOX_10	275108	275114	+	NA
mmuPp1	BOX_35	275085	275091	+	NA
mmuPp6	BOX_10	275195	275200	+	NA
mmuPp6	BOX_35	275176	275182	+	NA
mmuPp7	BOX_10	275274	275279	+	NA
mmuPp7	BOX_35	275251	275256	+	NA
mmuPp5	BOX_10	275276	275281	+	NA
mmuPp5	BOX_35	275251	275256	+	NA
mmuPp2	BOX_10	275302	275308	+	NA
mmuPp2	BOX_35	275279	275285	+	NA
insHp5	BOX_10	275304	275309	-	NA
insHp5	BOX_35	275325	275330	-	NA
yagEp3	BOX_10	282212	282217	+	NA
yagEp3	BOX_35	282186	282191	+	NA
yagEp8	BOX_10	282241	282246	+	NA
yagEp8	BOX_35	282220	282225	+	NA
yagGp9	BOX_10	285193	285200	+	NA
yagGp9	BOX_35	285173	285178	+	NA
yagGp6	BOX_10	285261	285266	+	NA
yagGp6	BOX_35	285240	285245	+	NA
yagGp7	BOX_10	285339	285344	+	NA
yagGp7	BOX_35	285315	285320	+	NA
yagGp8	BOX_10	285343	285348	+	NA
yagGp8	BOX_35	285325	285331	+	NA
yagIp1	BOX_10	289197	289202	-	NA
yagIp1	BOX_35	289220	289225	-	NA
argFp	BOX_10	290350	290355	-	NA
argFp	BOX_35	290371	290376	-	NA
yagKp6	BOX_10	293125	293130	-	NA
yagKp6	BOX_35	293146	293151	-	NA
yagLp7	BOX_10	294036	294041	-	NA
yagLp7	BOX_35	294060	294065	-	NA
yagNp8	BOX_10	295662	295667	-	NA
yagNp8	BOX_35	295685	295690	-	NA
yagNp3	BOX_10	295667	295672	-	NA
yagNp3	BOX_35	295694	295699	-	NA
yagNp5	BOX_10	295669	295674	-	NA
yagNp5	BOX_35	295694	295699	-	NA
yagNp4	BOX_10	295677	295682	-	NA
yagNp4	BOX_35	295694	295700	-	NA
ykgJp2	BOX_10	304264	304270	-	NA
ykgJp2	BOX_35	304286	304292	-	NA
ykgJp3	BOX_10	304268	304273	-	NA
ykgJp3	BOX_35	304288	304294	-	NA
ecpAp	BOX_10	310803	310808	-	NA
ecpAp	BOX_35	310829	310834	-	NA
ecpRp	BOX_10	311398	311404	-	NA
ecpRp	BOX_35	311422	311428	-	NA
matAp9	BOX_10	311439	311444	-	NA
matAp9	BOX_35	311461	311466	-	NA
matAp5	BOX_10	311451	311457	-	NA
matAp5	BOX_35	311476	311482	-	NA
matAp10	BOX_10	311465	311470	-	NA
matAp10	BOX_35	311490	311495	-	NA
matAp7	BOX_10	311488	311493	-	NA
matAp7	BOX_35	311514	311519	-	NA
ykgLp1	BOX_10	311927	311933	+	NA
ykgLp1	BOX_35	311903	311909	+	NA
ykgMp	BOX_10	312811	312816	-	NA
ykgMp	BOX_35	312834	312839	-	NA
ykgRp	BOX_10	313288	313293	-	NA
ykgRp	BOX_35	313310	313315	-	NA
ykgBp10	BOX_10	318339	318344	-	NA
ykgBp10	BOX_35	318366	318371	-	NA
ykgBp3	BOX_10	318382	318388	-	NA
ykgBp3	BOX_35	318407	318413	-	NA
ykgBp4	BOX_10	318403	318408	-	NA
ykgBp4	BOX_35	318429	318434	-	NA
ykgBp7	BOX_10	318491	318496	-	NA
ykgBp7	BOX_35	318517	318522	-	NA
ykgBp9	BOX_10	318531	318536	-	NA
ykgBp9	BOX_35	318558	318563	-	NA
ykgCp8	BOX_10	320094	320101	-	NA
ykgCp8	BOX_35	320117	320122	-	NA
ykgDp3	BOX_10	320105	320110	+	NA
ykgDp3	BOX_35	320081	320086	+	NA
ykgCp4	BOX_10	320175	320180	-	NA
ykgCp4	BOX_35	320201	320206	-	NA
ykgDp2	BOX_10	320182	320187	+	NA
ykgDp2	BOX_35	320156	320161	+	NA
ykgCp1	BOX_10	320221	320227	-	NA
ykgCp1	BOX_35	320245	320251	-	NA
ykgEp9	BOX_10	321470	321475	+	NA
ykgEp9	BOX_35	321447	321452	+	NA
ykgEp8	BOX_10	321473	321478	+	NA
ykgEp8	BOX_35	321447	321452	+	NA
ykgEp7	BOX_10	321501	321506	+	NA
ykgEp7	BOX_35	321479	321484	+	NA
ykgEp10	BOX_10	321527	321532	+	NA
ykgEp10	BOX_35	321504	321510	+	NA
betAp7	BOX_10	327263	327268	-	NA
betAp7	BOX_35	327287	327292	-	NA
betAp5	BOX_10	327266	327271	-	NA
betAp5	BOX_35	327287	327293	-	NA
betIp	BOX_10	329366	329371	-	NA
betIp	BOX_35	329391	329396	-	NA
betTp	BOX_10	329412	329417	+	NA
betTp	BOX_35	329385	329390	+	NA
pdeLp2	BOX_10	331864	331869	+	NA
pdeLp2	BOX_35	331842	331847	+	NA
pdeLp1	BOX_10	332029	332034	+	NA
pdeLp1	BOX_35	332000	332008	+	NA
pdeLp3	BOX_10	332032	332037	+	NA
yahCp5	BOX_10	335073	335078	-	NA
yahCp5	BOX_35	335098	335103	-	NA
yahEp	BOX_10	335722	335726	+	NA
yahEp	BOX_35	335710	335715	+	NA
yahMp4	BOX_10	345240	345245	+	NA
yahMp4	BOX_35	345218	345223	+	NA
yahMp5	BOX_10	345325	345331	+	NA
yahMp5	BOX_35	345304	345310	+	NA
yahNp5	BOX_10	346441	346446	-	NA
yahNp5	BOX_35	346463	346469	-	NA
yahNp6	BOX_10	346443	346448	-	NA
yahNp6	BOX_35	346463	346469	-	NA
prpRp	BOX_10	348481	348486	-	NA
prpRp	BOX_35	348503	348508	-	NA
prpBp	BOX_10	348632	348636	+	NA
prpBp	BOX_35	348620	348625	+	NA
codBp	BOX_10	354872	354877	+	NA
codBp	BOX_35	354850	354855	+	NA
cynRp	BOX_10	358710	358715	-	NA
cynRp	BOX_35	358736	358741	-	NA
cynTp	BOX_10	358760	358765	+	NA
cynTp	BOX_35	358738	358743	+	NA
lacZp1	BOX_10	366350	366355	-	NA
lacZp1	BOX_35	366374	366379	-	NA
mhpAp	BOX_10	368508	368513	+	NA
mhpAp	BOX_35	368482	368487	+	NA
mhpRp	BOX_10	368530	368535	-	NA
mhpRp	BOX_35	368551	368556	-	NA
mhpRp1	BOX_10	368542	368547	-	NA
mhpRp1	BOX_35	368563	368568	-	NA
mhpTp	BOX_10	375370	375375	+	NA
mhpTp	BOX_35	375353	375358	+	NA
yaiOp6	BOX_10	380856	380862	-	NA
yaiOp6	BOX_35	380882	380888	-	NA
yaiOp4	BOX_10	380962	380967	-	NA
yaiOp4	BOX_35	380983	380988	-	NA
yaiOp5	BOX_10	380979	380984	-	NA
yaiOp5	BOX_35	381001	381007	-	NA
yaiPp5	BOX_10	383990	383996	-	NA
yaiPp5	BOX_35	384011	384017	-	NA
yaiSp12	BOX_10	384707	384712	-	NA
yaiSp12	BOX_35	384732	384737	-	NA
yaiSp9	BOX_10	384714	384719	-	NA
yaiSp9	BOX_35	384732	384738	-	NA
yaiSp13	BOX_10	384744	384750	-	NA
yaiSp13	BOX_35	384769	384775	-	NA
yaiSp14	BOX_10	384836	384841	-	NA
yaiSp14	BOX_35	384860	384865	-	NA
hemBp	BOX_10	389761	389766	-	NA
hemBp	BOX_35	389787	389792	-	NA
hemBp7	BOX_10	389866	389871	-	NA
hemBp7	BOX_35	389888	389893	-	NA
insFp5	BOX_10	392625	392630	-	NA
insFp5	BOX_35	392646	392652	-	NA
insFp4	BOX_10	392666	392672	-	NA
insFp4	BOX_35	392686	392692	-	NA
yaiVp4	BOX_10	394450	394455	+	NA
yaiVp4	BOX_35	394424	394429	+	NA
sbmAp	BOX_10	396543	396547	+	NA
sbmAp	BOX_35	396521	396526	+	NA
yaiZp6	BOX_10	399432	399437	+	NA
yaiZp6	BOX_35	399411	399416	+	NA
yaiYp5	BOX_10	399465	399470	-	NA
yaiYp5	BOX_35	399487	399492	-	NA
yaiYp6	BOX_10	399553	399558	-	NA
yaiYp6	BOX_35	399577	399582	-	NA
iraPp1	BOX_10	401310	401315	+	NA
iraPp1	BOX_35	401283	401288	+	NA
phoAp	BOX_10	401695	401700	+	NA
phoAp	BOX_35	401672	401677	+	NA
psiFp	BOX_10	403222	403227	+	NA
psiFp	BOX_35	403195	403200	+	NA
adrAp	BOX_10	403673	403683	+	NA
adrAp	BOX_35	403657	403662	+	NA
yaiIp7	BOX_10	405686	405692	+	NA
yaiIp7	BOX_35	405661	405667	+	NA
yaiIp6	BOX_10	405697	405702	+	NA
yaiIp6	BOX_35	405675	405680	+	NA
yaiIp3	BOX_10	405710	405717	+	NA
yaiIp3	BOX_35	405689	405694	+	NA
aroLp	BOX_10	406265	406270	+	NA
aroLp	BOX_35	406243	406248	+	NA
aroMp	BOX_10	407390	407395	+	NA
aroMp	BOX_35	407364	407369	+	NA
makp4	BOX_10	410108	410113	+	NA
makp4	BOX_35	410085	410090	+	NA
araJp	BOX_10	412535	412540	-	NA
araJp	BOX_35	412560	412565	-	NA
sbcCp2	BOX_10	415852	415858	-	NA
sbcCp2	BOX_35	415873	415879	-	NA
sbcDp	BOX_10	416984	416989	-	NA
sbcDp	BOX_35	417007	417012	-	NA
phoBp	BOX_10	417089	417094	+	NA
phoBp	BOX_35	417063	417068	+	NA
yajCp	BOX_10	427192	427197	+	NA
yajCp	BOX_35	427169	427174	+	NA
yajDp6	BOX_10	430457	430462	+	NA
yajDp6	BOX_35	430435	430441	+	NA
yajDp5	BOX_10	430519	430524	+	NA
yajDp5	BOX_35	430494	430499	+	NA
tsxp2	BOX_10	432098	432103	-	NA
tsxp2	BOX_35	432121	432126	-	NA
tsxp1	BOX_10	432252	432257	-	NA
tsxp1	BOX_35	432278	432283	-	NA
nrdRp	BOX_10	432963	432968	+	NA
nrdRp	BOX_35	432941	432946	+	NA
yajIp6	BOX_10	433041	433047	-	NA
yajIp6	BOX_35	433063	433069	-	NA
ribEp	BOX_10	434490	434495	+	NA
ribEp	BOX_35	434470	434475	+	NA
xseBp	BOX_10	441380	441385	-	NA
xseBp	BOX_35	441402	441407	-	NA
yajLp2	BOX_10	443754	443759	-	NA
yajLp2	BOX_35	443775	443781	-	NA
cyoEp3	BOX_10	447775	447780	-	NA
cyoEp3	BOX_35	447800	447805	-	NA
cyoAp	BOX_10	451660	451665	-	NA
cyoAp	BOX_35	451683	451688	-	NA
ampGp5	BOX_10	453632	453638	-	NA
ampGp5	BOX_35	453653	453659	-	NA
ampGp6	BOX_10	453689	453696	-	NA
ampGp6	BOX_35	453711	453716	-	NA
ampGp4	BOX_10	453692	453697	-	NA
ampGp4	BOX_35	453711	453717	-	NA
yajGp	BOX_10	454216	454221	-	NA
yajGp	BOX_35	454238	454243	-	NA
bolAp2	BOX_10	454339	454344	+	NA
bolAp2	BOX_35	454318	454323	+	NA
bolAp	BOX_10	454416	454426	+	NA
bolAp	BOX_35	454396	454401	+	NA
bolAp1	BOX_10	454421	454426	+	NA
bolAp1	BOX_35	454396	454401	+	NA
tigp	BOX_10	454982	454987	+	NA
tigp	BOX_35	454956	454961	+	NA
clpPp1	BOX_10	456565	456570	+	NA
clpPp1	BOX_35	456542	456547	+	NA
clpPp3	BOX_10	456590	456595	+	NA
clpPp3	BOX_35	456570	456575	+	NA
clpXp	BOX_10	457190	457194	+	NA
clpXp	BOX_35	457169	457174	+	NA
lonp2	BOX_10	458797	458802	+	NA
lonp2	BOX_35	458778	458783	+	NA
lonp	BOX_10	458802	458807	+	NA
lonp	BOX_35	458778	458783	+	NA
hupBp3	BOX_10	461319	461324	+	NA
hupBp3	BOX_35	461296	461301	+	NA
hupBp2	BOX_10	461383	461388	+	NA
hupBp2	BOX_35	461360	461365	+	NA
ppiDp2	BOX_10	461809	461814	+	NA
ppiDp2	BOX_35	461787	461792	+	NA
ppiDp1	BOX_10	461829	461834	+	NA
ppiDp1	BOX_35	461811	461816	+	NA
ybaVp3	BOX_10	463741	463746	+	NA
ybaVp3	BOX_35	463716	463721	+	NA
fadMp1	BOX_10	464347	464353	+	NA
fadMp1	BOX_35	464323	464329	+	NA
decRp	BOX_10	468345	468350	+	NA
decRp	BOX_35	468322	468327	+	NA
glnKp	BOX_10	472542	472546	+	NA
glnKp	BOX_35	472530	472535	+	NA
ybaYp3	BOX_10	475232	475239	+	NA
ybaYp3	BOX_35	475211	475216	+	NA
ffsp6	BOX_10	476277	476282	+	NA
ffsp6	BOX_35	476255	476260	+	NA
ffsp5	BOX_10	476388	476392	+	NA
ffsp5	BOX_35	476373	476378	+	NA
ffsp7	BOX_10	476410	476415	+	NA
ffsp7	BOX_35	476387	476392	+	NA
hhap6	BOX_10	480508	480513	-	NA
hhap6	BOX_35	480532	480537	-	NA
tomBp1	BOX_10	480802	480807	-	NA
tomBp1	BOX_35	480825	480830	-	NA
acrRp	BOX_10	485690	485695	+	NA
acrRp	BOX_35	485666	485671	+	NA
acrAp	BOX_10	485705	485710	-	NA
acrAp	BOX_35	485729	485734	-	NA
ybaMp3	BOX_10	490330	490337	-	NA
ybaMp3	BOX_35	490353	490358	-	NA
ybaNp1	BOX_10	490707	490713	+	NA
ybaNp1	BOX_35	490684	490690	+	NA
ybaNp8	BOX_10	490847	490852	+	NA
ybaNp8	BOX_35	490825	490830	+	NA
ybaNp6	BOX_10	490863	490868	+	NA
ybaNp6	BOX_35	490838	490843	+	NA
ybaNp9	BOX_10	490866	490873	+	NA
ybaNp9	BOX_35	490846	490851	+	NA
aptp	BOX_10	491299	491304	+	NA
aptp	BOX_35	491276	491281	+	NA
ybaBp	BOX_10	493698	493702	+	NA
ybaBp	BOX_35	493676	493681	+	NA
htpGp3	BOX_10	494800	494804	+	NA
htpGp3	BOX_35	494787	494792	+	NA
htpGp1	BOX_10	495061	495066	+	NA
htpGp1	BOX_35	495041	495046	+	NA
htpGp2	BOX_10	495072	495077	+	NA
htpGp2	BOX_35	495056	495061	+	NA
hemHp	BOX_10	498018	498023	+	NA
hemHp	BOX_35	497992	497997	+	NA
fsrp8	BOX_10	504772	504777	-	NA
fsrp8	BOX_35	504791	504797	-	NA
fsrp6	BOX_10	504853	504858	-	NA
fsrp6	BOX_35	504879	504884	-	NA
fsrp5	BOX_10	504858	504863	-	NA
fsrp5	BOX_35	504879	504884	-	NA
fsrp9	BOX_10	504861	504866	-	NA
fsrp9	BOX_35	504879	504885	-	NA
ushAp6	BOX_10	504875	504880	+	NA
ushAp6	BOX_35	504852	504857	+	NA
chiXp	BOX_10	507192	507197	+	NA
chiXp	BOX_35	507169	507174	+	NA
ybaQp3	BOX_10	508163	508168	+	NA
ybaQp3	BOX_35	508139	508144	+	NA
ybaPp3	BOX_10	508268	508273	-	NA
ybaPp3	BOX_35	508295	508300	-	NA
ybaPp4	BOX_10	508270	508275	-	NA
ybaPp4	BOX_35	508295	508300	-	NA
ybaPp6	BOX_10	508289	508295	-	NA
ybaPp6	BOX_35	508311	508317	-	NA
copAp	BOX_10	511419	511424	-	NA
copAp	BOX_35	511444	511449	-	NA
cueRp6	BOX_10	513963	513968	+	NA
cueRp6	BOX_35	513941	513946	+	NA
ybbJp1	BOX_10	515082	515089	-	NA
ybbJp1	BOX_35	515104	515109	-	NA
ybbLp6	BOX_10	515880	515885	+	NA
ybbLp6	BOX_35	515857	515862	+	NA
ybbNp1	BOX_10	518500	518505	-	NA
ybbNp1	BOX_35	518519	518524	-	NA
ybbNp2	BOX_10	518575	518580	-	NA
ybbNp2	BOX_35	518595	518600	-	NA
ybbOp4	BOX_10	519334	519339	-	NA
ybbOp4	BOX_35	519358	519363	-	NA
rhsDp8	BOX_10	523056	523061	+	NA
rhsDp8	BOX_35	523032	523037	+	NA
selUp4	BOX_10	531365	531370	-	NA
selUp4	BOX_35	531390	531395	-	NA
selUp5	BOX_10	531367	531372	-	NA
selUp5	BOX_35	531390	531395	-	NA
gclp	BOX_10	533896	533901	+	NA
gclp	BOX_35	533872	533877	+	NA
allBp3	BOX_10	538934	538939	+	NA
allBp3	BOX_35	538911	538916	+	NA
allBp2	BOX_10	538975	538980	+	NA
allBp1	BOX_10	539032	539037	+	NA
ylbAp2	BOX_10	544062	544068	-	NA
ylbAp2	BOX_35	544087	544093	-	NA
allDp	BOX_10	546417	546422	-	NA
allDp	BOX_35	546444	546449	-	NA
fdrAp4	BOX_10	546496	546501	+	NA
fdrAp4	BOX_35	546471	546476	+	NA
purEp	BOX_10	553150	553155	-	NA
purEp	BOX_35	553172	553177	-	NA
ybcIp5	BOX_10	556639	556644	-	NA
ybcIp5	BOX_35	556663	556668	-	NA
ybcJp4	BOX_10	556896	556901	-	NA
ybcJp4	BOX_35	556922	556927	-	NA
ybcJp3	BOX_10	556974	556979	-	NA
ybcJp3	BOX_35	557000	557005	-	NA
ybcJp5	BOX_10	557011	557016	-	NA
ybcJp5	BOX_35	557033	557039	-	NA
ybcJp7	BOX_10	557031	557036	-	NA
ybcJp7	BOX_35	557054	557059	-	NA
sfmAp4	BOX_10	558052	558057	+	NA
sfmAp4	BOX_35	558030	558035	+	NA
sfmAp6	BOX_10	558155	558160	+	NA
sfmAp6	BOX_35	558132	558137	+	NA
sfmCp5	BOX_10	558793	558798	+	NA
sfmCp5	BOX_35	558771	558776	+	NA
sfmCp4	BOX_10	558796	558801	+	NA
sfmCp4	BOX_35	558771	558776	+	NA
fimZp3	BOX_10	564612	564618	-	NA
fimZp3	BOX_35	564638	564644	-	NA
argUp	BOX_10	564686	564691	+	NA
argUp	BOX_35	564664	564669	+	NA
intDp6	BOX_10	566106	566112	-	NA
intDp6	BOX_35	566128	566134	-	NA
ybcKp7	BOX_10	568740	568745	+	NA
ybcKp7	BOX_35	568716	568721	+	NA
ybcKp1	BOX_10	568778	568782	+	NA
ybcKp1	BOX_35	568764	568769	+	NA
ybcKp5	BOX_10	568799	568804	+	NA
ybcKp5	BOX_35	568777	568782	+	NA
ybcLp7	BOX_10	570834	570839	+	NA
ybcLp7	BOX_35	570810	570815	+	NA
ybcLp2	BOX_10	570836	570841	+	NA
ybcLp2	BOX_35	570810	570815	+	NA
ybcNp6	BOX_10	572304	572309	+	NA
ybcNp6	BOX_35	572283	572289	+	NA
ybcNp5	BOX_10	572307	572312	+	NA
ybcNp5	BOX_35	572284	572289	+	NA
quuDp3	BOX_10	573763	573768	+	NA
quuDp3	BOX_35	573741	573747	+	NA
insHp4	BOX_10	575779	575784	-	NA
insHp4	BOX_35	575802	575807	-	NA
essDp	BOX_10	576863	576868	+	NA
essDp	BOX_35	576841	576847	+	NA
nmpCp	BOX_10	576877	576882	-	NA
nmpCp	BOX_35	576902	576907	-	NA
ybcWp4	BOX_10	579794	579800	+	NA
ybcWp4	BOX_35	579768	579774	+	NA
ybcWp7	BOX_10	579834	579839	+	NA
ybcWp7	BOX_35	579813	579818	+	NA
appYp	BOX_10	583555	583560	+	NA
appYp	BOX_35	583533	583538	+	NA
appYp3	BOX_10	583569	583574	+	NA
appYp2	BOX_10	583640	583650	+	NA
ybcHp4	BOX_10	588075	588081	-	NA
ybcHp4	BOX_35	588100	588106	-	NA
cusRp	BOX_10	595469	595474	-	NA
cusRp	BOX_35	595491	595496	-	NA
cusCp	BOX_10	595561	595566	+	NA
cusCp	BOX_35	595534	595539	+	NA
phePp	BOX_10	601917	601922	+	NA
phePp	BOX_35	601894	601899	+	NA
nfsBp	BOX_10	605460	605465	-	NA
nfsBp	BOX_35	605483	605488	-	NA
ybdFp5	BOX_10	606058	606064	-	NA
ybdFp5	BOX_35	606078	606084	-	NA
ybdJp4	BOX_10	606228	606233	-	NA
ybdJp4	BOX_35	606251	606256	-	NA
ybdJp5	BOX_10	606269	606276	-	NA
ybdJp5	BOX_35	606292	606297	-	NA
ybdJp2	BOX_10	606410	606415	-	NA
ybdJp2	BOX_35	606436	606441	-	NA
ybdJp3	BOX_10	606417	606422	-	NA
ybdJp3	BOX_35	606435	606441	-	NA
ybdKp3	BOX_10	607567	607573	-	NA
ybdKp3	BOX_35	607589	607595	-	NA
hokEp	BOX_10	607721	607725	+	NA
hokEp	BOX_35	607698	607703	+	NA
insLp5	BOX_10	608043	608050	+	NA
insLp5	BOX_35	608022	608027	+	NA
entDp2	BOX_10	610146	610151	-	NA
entDp2	BOX_35	610168	610173	-	NA
entDp1	BOX_10	610260	610265	-	NA
entDp1	BOX_35	610278	610284	-	NA
fepAp	BOX_10	612674	612679	-	NA
fepAp	BOX_35	612698	612703	-	NA
fesp	BOX_10	612678	612683	+	NA
fesp	BOX_35	612652	612657	+	NA
fepDp2	BOX_10	622200	622205	-	NA
fepDp2	BOX_35	622224	622229	-	NA
entSp2	BOX_10	622240	622245	+	NA
entSp2	BOX_35	622216	622221	+	NA
fepDp1	BOX_10	622241	622246	-	NA
fepDp1	BOX_35	622266	622271	-	NA
entSp1	BOX_10	622245	622250	+	NA
entSp1	BOX_35	622222	622227	+	NA
fepBp	BOX_10	624735	624740	-	NA
fepBp	BOX_35	624758	624763	-	NA
entCp	BOX_10	624818	624823	+	NA
entCp	BOX_35	624795	624800	+	NA
cstAp2	BOX_10	629852	629857	+	NA
cstAp2	BOX_35	629825	629830	+	NA
cstAp3	BOX_10	629859	629864	+	NA
cstAp3	BOX_35	629832	629837	+	NA
ybdDp2	BOX_10	631980	631986	+	NA
ybdDp2	BOX_35	631954	631960	+	NA
ybdHp6	BOX_10	633522	633528	-	NA
ybdHp6	BOX_35	633547	633553	-	NA
ybdHp7	BOX_10	633530	633535	-	NA
ybdHp7	BOX_35	633553	633558	-	NA
ybdLp3	BOX_10	633545	633550	+	NA
ybdLp3	BOX_35	633523	633528	+	NA
ybdMp2	BOX_10	635561	635567	-	NA
ybdMp2	BOX_35	635586	635592	-	NA
ybdNp	BOX_10	636692	636697	-	NA
ybdNp	BOX_35	636714	636719	-	NA
ahpCp2	BOX_10	638683	638688	+	NA
ahpCp2	BOX_35	638657	638662	+	NA
ahpCp	BOX_10	638908	638913	+	NA
ahpCp	BOX_35	638884	638889	+	NA
ahpFp	BOX_10	638991	638995	+	NA
ahpFp	BOX_35	638969	638974	+	NA
ybdRp6	BOX_10	641912	641917	+	NA
ybdRp6	BOX_35	641889	641894	+	NA
rnkp6	BOX_10	644061	644066	-	NA
rnkp6	BOX_35	644084	644089	-	NA
rnkp7	BOX_10	644186	644193	-	NA
rnkp7	BOX_35	644208	644213	-	NA
citTp6	BOX_10	646609	646614	-	NA
citTp6	BOX_35	646630	646635	-	NA
citTp4	BOX_10	646638	646644	-	NA
citTp4	BOX_35	646664	646670	-	NA
dpiBp2	BOX_10	652160	652165	+	NA
cspEp1	BOX_10	657135	657140	+	NA
cspEp1	BOX_35	657114	657119	+	NA
cspEp2	BOX_10	657239	657244	+	NA
cspEp2	BOX_35	657214	657219	+	NA
crcBp3	BOX_10	658004	658009	-	NA
crcBp3	BOX_35	658026	658031	-	NA
crcBp4	BOX_10	658014	658020	-	NA
crcBp4	BOX_35	658035	658041	-	NA
tatEp3	BOX_10	658861	658866	+	NA
tatEp3	BOX_35	658837	658842	+	NA
ybeFp7	BOX_10	661391	661396	-	NA
ybeFp7	BOX_35	661414	661419	-	NA
ybeFp4	BOX_10	661466	661471	-	NA
ybeFp4	BOX_35	661492	661497	-	NA
ybeFp6	BOX_10	661516	661521	-	NA
ybeFp6	BOX_35	661535	661541	-	NA
ybeFp5	BOX_10	661552	661557	-	NA
ybeFp5	BOX_35	661573	661578	-	NA
lipBp3	BOX_10	662404	662409	-	NA
lipBp3	BOX_35	662429	662434	-	NA
lipBp2	BOX_10	662406	662412	-	NA
lipBp2	BOX_35	662426	662432	-	NA
ybeDp	BOX_10	662711	662716	-	NA
ybeDp	BOX_35	662735	662740	-	NA
ybeDp2	BOX_10	662716	662721	-	NA
ybeDp2	BOX_35	662735	662740	-	NA
dacAp2	BOX_10	663973	663979	-	NA
dacAp2	BOX_35	663998	664004	-	NA
dacAp3	BOX_10	664007	664012	-	NA
dacAp3	BOX_35	664030	664035	-	NA
rlpAp7	BOX_10	665220	665225	-	NA
rlpAp7	BOX_35	665245	665250	-	NA
rlpAp5	BOX_10	665228	665233	-	NA
rlpAp5	BOX_35	665245	665251	-	NA
cobCp7	BOX_10	669949	669955	-	NA
cobCp7	BOX_35	669970	669976	-	NA
cobCp6	BOX_10	670052	670059	-	NA
cobCp6	BOX_35	670074	670079	-	NA
ybeRp7	BOX_10	676548	676554	+	NA
ybeRp7	BOX_35	676527	676533	+	NA
ybeRp5	BOX_10	676578	676583	+	NA
ybeRp5	BOX_35	676553	676558	+	NA
ybeQp5	BOX_10	676579	676584	-	NA
ybeQp5	BOX_35	676605	676610	-	NA
ybeQp12	BOX_10	676616	676621	-	NA
ybeQp12	BOX_35	676640	676645	-	NA
ybeRp6	BOX_10	676626	676631	+	NA
ybeRp6	BOX_35	676603	676608	+	NA
ybeQp10	BOX_10	676630	676635	-	NA
ybeQp10	BOX_35	676651	676657	-	NA
ybeQp8	BOX_10	676645	676650	-	NA
ybeQp8	BOX_35	676672	676677	-	NA
ybeQp11	BOX_10	676706	676711	-	NA
ybeQp11	BOX_35	676727	676732	-	NA
ybeQp1	BOX_10	676711	676717	-	NA
ybeQp1	BOX_35	676735	676741	-	NA
ybeTp8	BOX_10	679421	679426	-	NA
ybeTp8	BOX_35	679442	679447	-	NA
ybeUp4	BOX_10	679451	679456	+	NA
ybeUp4	BOX_35	679429	679434	+	NA
ybeUp5	BOX_10	679454	679459	+	NA
ybeUp5	BOX_35	679434	679440	+	NA
hscCp5	BOX_10	683487	683492	-	NA
hscCp5	BOX_35	683509	683514	-	NA
hscCp7	BOX_10	683600	683605	-	NA
hscCp7	BOX_35	683620	683626	-	NA
rihAp3	BOX_10	684608	684614	-	NA
rihAp3	BOX_35	684633	684639	-	NA
gltIp1	BOX_10	687898	687903	-	NA
gltIp1	BOX_35	687924	687929	-	NA
insHp3	BOX_10	689211	689217	-	NA
insHp3	BOX_35	689236	689242	-	NA
insHp5	BOX_10	689218	689223	-	NA
insHp5	BOX_35	689239	689244	-	NA
insHp6	BOX_10	689227	689231	-	NA
insHp6	BOX_35	689238	689243	-	NA
lntp4	BOX_10	690990	690996	-	NA
lntp4	BOX_35	691016	691022	-	NA
ybeZp	BOX_10	693479	693484	-	NA
ybeZp	BOX_35	693498	693503	-	NA
metTp	BOX_10	697174	697179	-	NA
metTp	BOX_35	697197	697202	-	NA
nagCp1	BOX_10	701872	701877	-	NA
nagCp1	BOX_35	701894	701899	-	NA
nagCp2	BOX_10	702015	702020	-	NA
nagCp2	BOX_35	702041	702046	-	NA
nagBp	BOX_10	703714	703719	-	NA
nagBp	BOX_35	703741	703746	-	NA
