Position	Strand	Coverage_WT1	Coverage_WT2	Coverage_WT3	MethylPercent_WT1	MethylPercent_WT2	MethylPercent_WT3	Coverage_Mean	MethylPercent_Mean
1816603	Plus	57	51	44	0.9825	0.9608	0.9545	50.66666667	0.965933333
1816604	Minus	33	63	51	0.9697	0.9206	0.9608	49	0.950366667
1816680	Plus	55	52	51	0.9455	0.9423	0.9804	52.66666667	0.956066667
1816681	Minus	33	63	56	0.9697	0.9841	0.9643	50.66666667	0.9727
1816879	Plus	49	47	47	0.898	0.8936	0.8936	47.66666667	0.895066667
1816880	Minus	29	58	54	0.8966	0.8621	0.9444	47	0.901033333
1817247	Plus	51	58	51	0.9804	0.931	0.9216	53.33333333	0.944333333
1817248	Minus	37	64	56	0.9459	0.9531	0.9464	52.33333333	0.948466667
1817527	Plus	49	56	51	0.9796	0.9821	0.9804	52	0.9807
1817528	Minus	34	67	55	1	0.9701	0.9818	52	0.983966667
1817781	Plus	48	59	49	0.8333	0.8644	0.8776	52	0.858433333
1817782	Minus	35	65	59	0.8857	0.9077	0.8983	53	0.897233333
1817974	Plus	47	58	47	0.9149	0.9828	0.9787	50.66666667	0.9588
1817975	Minus	38	64	57	0.9474	0.9531	0.9474	53	0.9493
1818282	Plus	46	55	52	0.9783	0.9818	0.9615	51	0.973866667
1818283	Minus	39	65	56	1	0.9846	1	53.33333333	0.994866667
1818342	Plus	43	57	48	0.9767	1	0.9583	49.33333333	0.978333333
1818343	Minus	41	68	59	0.878	0.9706	0.9661	56	0.938233333
1819161	Plus	46	57	55	0.9348	0.8772	0.8909	52.66666667	0.900966667
1819162	Minus	38	65	57	0.9474	0.9538	0.9825	53.33333333	0.961233333
1819530	Plus	45	63	57	0.9111	0.9683	0.9123	55	0.930566667
1819531	Minus	37	65	53	0.973	0.9692	0.9434	51.66666667	0.961866667
1819641	Plus	49	63	57	0.9592	0.9841	0.9825	56.33333333	0.975266667
1819642	Minus	37	67	54	1	0.9851	0.9815	52.66666667	0.988866667
1819732	Plus	49	58	53	0.9796	1	1	53.33333333	0.9932
1819733	Minus	38	65	53	0.9737	0.9538	1	52	0.975833333
1819797	Plus	51	59	54	0.9608	0.9661	0.9815	54.66666667	0.969466667
1819798	Minus	37	65	54	1	0.9692	0.963	52	0.9774
1820274	Plus	51	62	62	1	0.9516	0.9677	58.33333333	0.9731
1820275	Minus	39	70	57	0.9487	0.9857	0.9825	55.33333333	0.9723
1820499	Plus	52	55	58	0.9231	0.9455	0.9483	55	0.938966667
1820500	Minus	38	68	52	0.9211	1	0.9615	52.66666667	0.960866667
1820565	Plus	50	57	58	0.98	0.9825	0.9828	55	0.981766667
1820566	Minus	36	69	53	0.9444	0.971	0.9434	52.66666667	0.952933333
1821936	Plus	53	60	61	0.9811	0.9667	0.9508	58	0.9662
1821937	Minus	43	65	64	0.9535	0.9538	0.9688	57.33333333	0.9587
1822072	Plus	53	59	62	0.9623	0.9322	0.8226	58	0.9057
1822073	Minus	43	65	63	1	0.9231	0.9524	57	0.9585
1822182	Plus	55	63	62	0.9455	0.9524	0.9516	60	0.949833333
1822183	Minus	45	60	62	0.9556	0.8833	0.9516	55.66666667	0.930166667
1822596	Plus	54	59	66	0.963	0.9831	0.9545	59.66666667	0.966866667
1822597	Minus	47	62	67	1	0.9677	0.9851	58.66666667	0.984266667
1822768	Plus	51	53	60	0.9804	0.9811	0.9833	54.66666667	0.9816
1822769	Minus	45	60	67	1	0.9833	0.9851	57.33333333	0.989466667
1822939	Plus	55	56	60	0.9818	0.8929	1	57	0.958233333
1822940	Minus	41	63	62	0.9756	0.9524	0.9677	55.33333333	0.965233333
1823095	Plus	55	55	62	1	1	1	57.33333333	1
1823096	Minus	47	61	68	0.9574	0.9672	0.9706	58.66666667	0.965066667
1823107	Plus	55	54	61	0.9636	0.963	0.9508	56.66666667	0.959133333
1823108	Minus	45	62	64	1	0.9355	0.9844	57	0.9733
1823752	Plus	56	56	63	0.9821	0.9286	0.9524	58.33333333	0.954366667
1823753	Minus	47	58	71	0.9574	1	0.9718	58.66666667	0.9764
1824308	Plus	54	62	69	1	0.9839	0.9565	61.66666667	0.980133333
1824309	Minus	42	56	62	1	0.9464	0.9677	53.33333333	0.971366667
1824374	Plus	58	64	62	1	0.9688	0.9677	61.33333333	0.978833333
1824375	Minus	42	57	65	0.9762	0.9825	1	54.66666667	0.986233333
1825025	Plus	57	61	59	1	0.918	0.9831	59	0.967033333
1825026	Minus	46	55	61	0.9565	0.9636	0.8689	54	0.929666667
1825072	Plus	57	62	61	0.9474	0.9355	0.9836	60	0.9555
1825073	Minus	45	56	62	0.9333	0.9464	0.9355	54.33333333	0.9384
1825312	Plus	58	58	61	0.9828	1	0.9836	59	0.9888
1825313	Minus	40	54	60	0.975	0.9074	0.9167	51.33333333	0.933033333
1825432	Plus	55	58	62	0.9818	0.9655	1	58.33333333	0.982433333
1825433	Minus	38	54	58	0.9474	0.9815	0.9138	50	0.947566667
1826261	Plus	55	54	51	0.9455	0.9815	0.9216	53.33333333	0.949533333
1826262	Minus	40	59	60	0.95	0.9153	0.9167	53	0.927333333
1826489	Plus	53	52	49	0.9811	1	0.9388	51.33333333	0.9733
1826490	Minus	40	58	60	0.95	0.8966	0.9667	52.66666667	0.937766667
1826673	Plus	56	53	47	0.9821	0.9434	0.9362	52	0.9539
1826674	Minus	41	58	62	0.9756	0.9828	1	53.66666667	0.986133333
1826700	Plus	53	54	50	0.9811	1	1	52.33333333	0.9937
1826701	Minus	41	58	62	0.9268	0.9655	0.9839	53.66666667	0.958733333
1827030	Plus	58	50	51	1	0.96	0.9804	53	0.980133333
1827031	Minus	42	52	57	0.9762	0.9423	0.9649	50.33333333	0.961133333
1827048	Plus	56	49	53	0.9464	1	1	52.66666667	0.982133333
1827049	Minus	42	56	57	0.9762	0.9821	0.9649	51.66666667	0.9744
1827063	Plus	59	49	51	1	1	0.9608	53	0.986933333
1827064	Minus	42	55	57	1	0.9818	0.9825	51.33333333	0.9881
1827919	Plus	61	49	60	1	0.9592	0.95	56.66666667	0.969733333
1827920	Minus	38	57	54	0.9211	1	0.9444	49.66666667	0.955166667
1828075	Plus	57	49	58	0.9825	1	0.9828	54.66666667	0.988433333
1828076	Minus	38	55	52	1	0.9636	0.9808	48.33333333	0.981466667
1828487	Plus	52	47	54	1	0.9362	0.9444	51	0.9602
1828488	Minus	39	48	58	0.9487	0.9792	0.9828	48.33333333	0.970233333
1828650	Plus	47	48	56	1	0.9792	0.9286	50.33333333	0.969266667
1828651	Minus	38	52	56	0.9474	1	1	48.66666667	0.982466667
1829099	Plus	46	45	62	1	0.9333	0.9677	51	0.967
1829100	Minus	36	46	46	1	0.9783	0.9565	42.66666667	0.978266667
1829430	Plus	42	45	62	0.9762	1	0.9677	49.66666667	0.9813
1829431	Minus	37	48	51	1	1	0.9804	45.33333333	0.993466667
1829776	Plus	43	47	70	0.9767	0.9149	0.9857	53.33333333	0.9591
1829777	Minus	37	47	46	1	1	1	43.33333333	1
1829842	Plus	48	46	69	0.9792	1	0.9855	54.33333333	0.988233333
1829843	Minus	35	50	50	1	1	0.96	45	0.986666667
1830131	Plus	48	48	61	0.9375	0.9583	0.9344	52.33333333	0.9434
1830132	Minus	42	47	50	0.9762	0.9574	0.92	46.33333333	0.9512
1830421	Plus	44	47	60	0.9773	0.9362	0.9667	50.33333333	0.960066667
1830422	Minus	45	46	52	0.8667	0.9348	0.9615	47.66666667	0.921
1830514	Plus	44	47	61	1	0.9787	0.9344	50.66666667	0.971033333
1830515	Minus	45	42	54	0.9333	0.9762	0.9444	47	0.9513
1830738	Plus	43	51	62	1	0.9608	0.9839	52	0.981566667
1830739	Minus	45	43	53	0.9333	1	0.9623	47	0.9652
1830810	Plus	45	51	64	0.8889	0.9216	0.9688	53.33333333	0.926433333
1830811	Minus	45	43	50	0.9778	1	0.92	46	0.965933333
1830922	Plus	44	46	59	0.9545	0.9565	0.9831	49.66666667	0.9647
1830923	Minus	42	42	52	1	0.9762	0.9423	45.33333333	0.972833333
1831245	Plus	49	53	63	0.9184	0.9623	0.9365	55	0.939066667
1831246	Minus	40	47	55	1	0.9787	1	47.33333333	0.9929
1831692	Plus	50	60	67	1	0.95	0.9851	59	0.978366667
1831693	Minus	39	42	58	0.9231	0.9762	0.931	46.33333333	0.943433333
1831711	Plus	48	59	65	0.9792	0.9492	0.9692	57.33333333	0.965866667
1831712	Minus	40	44	59	0.975	0.9545	0.9831	47.66666667	0.970866667
1831878	Plus	46	55	57	0.9565	0.9636	0.9649	52.66666667	0.961666667
1831879	Minus	40	40	58	0.975	0.975	0.9828	46	0.9776
1832241	Plus	44	54	56	0.9091	0.8333	0.8571	51.33333333	0.8665
1832242	Minus	39	39	59	0.9744	0.8974	0.8305	45.66666667	0.900766667
1832343	Plus	49	63	65	1	0.9683	0.9692	59	0.979166667
1832344	Minus	41	39	63	1	1	0.9841	47.66666667	0.9947
1832743	Plus	49	61	64	0.9796	0.9672	0.9844	58	0.977066667
1832744	Minus	40	43	62	1	1	0.9677	48.33333333	0.989233333
1832900	Plus	48	57	63	0.9792	0.9474	0.9683	56	0.964966667
1832901	Minus	39	42	59	0.9487	1	0.9831	46.66666667	0.977266667
1833050	Plus	48	64	63	0.9375	0.9062	1	58.33333333	0.9479
1833051	Minus	44	44	57	0.9318	0.9545	0.9825	48.33333333	0.956266667
1833200	Plus	48	61	65	0.9167	0.9672	0.9538	58	0.9459
1833201	Minus	45	45	59	1	1	0.9831	49.66666667	0.994366667
1833483	Plus	47	62	59	1	0.9355	0.9322	56	0.9559
1833484	Minus	43	42	62	0.9302	0.9524	0.9516	49	0.944733333
1833608	Plus	50	61	63	0.94	0.8689	0.8571	58	0.888666667
1833609	Minus	41	41	58	0.7805	1	0.931	46.66666667	0.903833333
1833945	Plus	52	58	65	0.9808	0.9828	0.9231	58.33333333	0.962233333
1833946	Minus	46	44	58	1	0.9318	0.9828	49.33333333	0.971533333
1834059	Plus	54	60	69	0.9815	0.95	0.971	61	0.9675
1834060	Minus	43	42	53	0.8605	0.9048	0.9245	46	0.8966
1834198	Plus	55	59	67	0.9091	0.9492	0.9701	60.33333333	0.9428
1834199	Minus	49	42	55	1	1	0.9636	48.66666667	0.987866667
1835060	Plus	59	53	56	1	0.9245	0.9821	56	0.968866667
1835061	Minus	42	45	56	1	0.9778	0.9286	47.66666667	0.9688
1835289	Plus	53	52	58	0.9623	0.9423	0.9138	54.33333333	0.939466667
1835290	Minus	46	47	56	0.9783	0.9574	0.9821	49.66666667	0.9726
1835623	Plus	59	46	56	0.9661	1	0.9464	53.66666667	0.970833333
1835624	Minus	44	47	52	0.9773	1	0.9808	47.66666667	0.986033333
1835690	Plus	60	48	60	1	0.9792	1	56	0.993066667
1835691	Minus	43	47	54	1	1	0.9815	48	0.993833333
1835703	Plus	58	49	58	1	1	0.9483	55	0.982766667
1835704	Minus	39	48	51	1	0.9792	0.9804	46	0.986533333
1835974	Plus	59	50	57	0.9661	0.98	1	55.33333333	0.982033333
1835975	Minus	40	49	51	0.975	0.9184	0.902	46.66666667	0.9318
1836356	Plus	57	46	54	0.9825	0.9565	0.9259	52.33333333	0.954966667
1836357	Minus	37	49	50	0.9189	1	0.98	45.33333333	0.9663
1836692	Plus	54	49	57	0.9444	0.9796	1	53.33333333	0.974666667
1836693	Minus	37	52	46	1	0.9615	1	45	0.987166667
1837064	Plus	54	44	53	0.963	0.9545	0.9245	50.33333333	0.947333333
1837065	Minus	35	50	42	0.9714	0.96	0.9762	42.33333333	0.9692
1837082	Plus	55	47	53	1	0.9787	1	51.66666667	0.9929
1837083	Minus	35	51	45	0.9714	0.9804	0.9778	43.66666667	0.976533333
1837097	Plus	57	47	52	1	0.9574	1	52	0.9858
1837098	Minus	36	50	47	1	1	1	44.33333333	1
1837154	Plus	55	45	51	0.9455	1	0.9804	50.33333333	0.9753
1837155	Minus	35	50	45	0.9714	0.96	0.9778	43.33333333	0.969733333
1837284	Plus	56	45	47	0.9464	0.9556	1	49.33333333	0.967333333
1837285	Minus	37	50	45	0.9459	0.98	0.9556	44	0.9605
1837351	Plus	57	44	51	0.9474	0.9318	0.9804	50.66666667	0.9532
1837352	Minus	37	49	42	1	0.9796	1	42.66666667	0.9932
1837659	Plus	54	44	51	1	0.9545	0.9804	49.66666667	0.9783
1837660	Minus	34	51	48	0.9706	0.9804	0.9167	44.33333333	0.9559
1838118	Plus	58	46	52	0.9138	1	0.9808	52	0.964866667
1838119	Minus	32	55	47	1	0.9818	0.9574	44.66666667	0.979733333
1838128	Plus	56	43	54	0.9821	0.9767	0.963	51	0.973933333
1838129	Minus	34	56	49	1	1	0.9592	46.33333333	0.9864
1838139	Plus	59	46	55	1	1	0.9818	53.33333333	0.993933333
1838140	Minus	33	57	50	1	1	0.96	46.66666667	0.986666667
1839135	Plus	53	44	61	1	1	0.9836	52.66666667	0.994533333
1839136	Minus	38	62	51	0.9737	1	1	50.33333333	0.991233333
1839299	Plus	52	42	57	0.9231	0.9286	0.9825	50.33333333	0.944733333
1839300	Minus	38	65	54	1	0.9846	0.9444	52.33333333	0.976333333
1839324	Plus	57	45	55	0.9474	0.9778	1	52.33333333	0.975066667
1839325	Minus	39	63	53	1	1	0.9811	51.66666667	0.9937
1839728	Plus	51	45	60	1	0.9778	1	52	0.9926
1839729	Minus	45	69	54	1	0.9565	1	56	0.9855
1840322	Plus	52	41	58	0.9423	0.9756	0.9828	50.33333333	0.9669
1840323	Minus	46	67	59	0.9565	0.9552	0.9831	57.33333333	0.964933333
1840722	Plus	52	44	60	0.9615	0.9545	1	52	0.972
1840723	Minus	46	72	57	0.9783	0.9722	0.9825	58.33333333	0.977666667
1840865	Plus	52	43	58	0.9423	0.8837	0.8966	51	0.907533333
1840866	Minus	47	75	57	1	0.96	0.9298	59.66666667	0.963266667
1840922	Plus	48	45	56	0.9375	0.9333	0.9643	49.66666667	0.945033333
1840923	Minus	46	71	56	0.9348	0.9718	0.9821	57.66666667	0.9629
1841569	Plus	53	45	58	1	0.9778	1	52	0.9926
1841570	Minus	48	71	58	1	1	0.9138	59	0.971266667
1841977	Plus	54	43	59	0.9815	1	0.9661	52	0.982533333
1841978	Minus	46	66	64	0.9565	0.9697	0.9375	58.66666667	0.954566667
1842375	Plus	44	39	50	0.7955	0.7436	0.7	44.33333333	0.746366667
1842376	Minus	40	64	56	0.85	0.9375	0.9107	53.33333333	0.8994
1842551	Plus	54	48	59	1	0.9792	0.9661	53.66666667	0.981766667
1842552	Minus	44	63	58	0.9773	0.9841	0.9828	55	0.9814
1842579	Plus	54	47	60	0.963	0.9787	0.95	53.66666667	0.9639
1842580	Minus	44	64	54	0.9091	0.9844	0.963	54	0.952166667
1842771	Plus	56	49	59	0.9286	0.9796	1	54.66666667	0.9694
1842772	Minus	47	66	62	0.9787	0.9848	1	58.33333333	0.987833333
1843145	Plus	60	43	66	0.9667	1	0.9848	56.33333333	0.983833333
1843146	Minus	47	68	57	1	0.9118	0.9649	57.33333333	0.9589
1844129	Plus	60	52	57	0.9667	1	0.9474	56.33333333	0.971366667
1844130	Minus	46	56	47	0.8696	0.8929	0.9362	49.66666667	0.899566667
1844362	Plus	53	54	55	0.9623	0.9259	0.9273	54	0.9385
1844363	Minus	45	57	49	0.9111	0.9298	0.9388	50.33333333	0.926566667
1844399	Plus	56	53	58	0.9464	0.9623	0.9655	55.66666667	0.958066667
1844400	Minus	49	58	53	0.898	0.931	0.9434	53.33333333	0.924133333
1844513	Plus	58	49	59	0.931	0.9592	0.9661	55.33333333	0.9521
1844514	Minus	43	54	53	0.8605	0.7593	0.9623	50	0.8607
1844947	Plus	59	50	56	0.8983	0.96	0.9643	55	0.940866667
1844948	Minus	43	56	59	0.9535	0.9286	0.9153	52.66666667	0.932466667
1845149	Plus	61	51	58	0.9672	0.9608	1	56.66666667	0.976
1845150	Minus	44	61	57	0.9773	0.9836	0.9649	54	0.975266667
1845417	Plus	65	50	60	0.9231	1	0.9333	58.33333333	0.952133333
1845418	Minus	42	56	57	0.9286	0.9464	0.9825	51.66666667	0.9525
1845428	Plus	63	50	60	0.9841	0.94	0.9833	57.66666667	0.969133333
1845429	Minus	42	59	58	0.9524	0.8983	1	53	0.950233333
1845453	Plus	62	51	57	0.9516	0.902	0.9474	56.66666667	0.933666667
1845454	Minus	45	58	59	0.9333	1	1	54	0.977766667
1845783	Plus	60	49	53	0.9667	0.9388	1	54	0.9685
1845784	Minus	42	60	57	0.9286	0.9667	0.9649	53	0.9534
1845866	Plus	60	52	63	0.9667	1	1	58.33333333	0.9889
1845867	Minus	42	54	56	0.9524	0.9074	0.9821	50.66666667	0.9473
1845890	Plus	59	48	58	0.9153	0.9167	0.931	55	0.921
1845891	Minus	41	58	56	0.9756	0.9828	1	51.66666667	0.986133333
1846524	Plus	57	53	57	0.9825	0.9434	0.9649	55.66666667	0.9636
1846525	Minus	43	53	62	1	1	0.9839	52.66666667	0.994633333
1846646	Plus	60	54	57	0.9333	1	1	57	0.977766667
1846647	Minus	40	55	59	0.975	0.9636	0.9831	51.33333333	0.9739
1847115	Plus	66	54	52	1	0.9815	0.9615	57.33333333	0.981
1847116	Minus	48	54	55	0.9792	0.963	1	52.33333333	0.980733333
1847127	Plus	61	53	51	0.9836	0.9811	0.9804	55	0.9817
1847128	Minus	49	56	58	0.9184	0.9643	0.931	54.33333333	0.9379
1847245	Plus	67	50	51	0.9701	0.98	0.9804	56	0.976833333
1847246	Minus	49	53	57	0.9592	0.9811	0.9825	53	0.974266667
1847464	Plus	65	54	50	0.8923	0.9259	0.92	56.33333333	0.912733333
1847465	Minus	50	58	56	1	1	0.9821	54.66666667	0.994033333
1847542	Plus	66	53	55	0.9394	0.9623	0.9818	58	0.961166667
1847543	Minus	48	61	56	0.9792	1	0.9464	55	0.9752
1847695	Plus	66	57	51	0.9545	0.9825	0.9804	58	0.972466667
1847696	Minus	47	58	57	0.9574	1	0.9474	54	0.968266667
1847791	Plus	67	60	58	0.9403	0.9667	0.9828	61.66666667	0.963266667
1847792	Minus	46	60	54	0.9565	0.9833	0.963	53.33333333	0.9676
1847841	Plus	64	57	58	0.9062	0.8947	0.9828	59.66666667	0.9279
1847842	Minus	49	61	56	0.9388	0.9836	0.9643	55.33333333	0.962233333
1847892	Plus	68	58	60	0.9265	0.9138	1	62	0.946766667
1847893	Minus	45	62	56	0.9778	0.9355	0.9464	54.33333333	0.953233333
1848654	Plus	62	64	59	1	0.9844	0.9661	61.66666667	0.9835
1848655	Minus	48	61	54	1	0.9672	0.9444	54.33333333	0.970533333
1849035	Plus	59	64	61	0.9831	0.9688	1	61.33333333	0.983966667
1849036	Minus	48	63	56	0.9583	0.9841	1	55.66666667	0.9808
1849105	Plus	57	64	60	1	0.9219	0.9667	60.33333333	0.962866667
1849106	Minus	51	60	54	0.9804	0.95	0.9815	55	0.970633333
1849192	Plus	57	64	59	1	1	1	60	1
1849193	Minus	51	64	57	0.9804	1	1	57.33333333	0.993466667
1849369	Plus	58	66	65	0.9483	0.9848	0.9846	63	0.972566667
1849370	Minus	49	61	56	0.8571	0.9672	0.9643	55.33333333	0.929533333
1849581	Plus	56	61	57	0.9464	0.9508	0.8772	58	0.9248
1849582	Minus	49	65	58	1	0.9692	1	57.33333333	0.989733333
1850148	Plus	60	67	64	0.8667	0.8806	0.9688	63.66666667	0.905366667
1850149	Minus	46	59	67	0.9348	0.9661	0.9552	57.33333333	0.952033333
1850717	Plus	62	62	61	0.9677	0.9516	0.9672	61.66666667	0.962166667
1850718	Minus	45	63	74	0.9556	0.9524	0.9189	60.66666667	0.9423
1851289	Plus	62	65	69	1	0.9692	0.9855	65.33333333	0.9849
1851290	Minus	50	60	73	0.98	0.9833	0.9863	61	0.9832
1851644	Plus	57	59	71	0.8947	0.9322	0.9718	62.33333333	0.9329
1851645	Minus	49	61	75	0.9592	0.9344	0.9467	61.66666667	0.946766667
1852140	Plus	60	52	73	0.9667	0.9423	0.8767	61.66666667	0.928566667
1852141	Minus	48	59	69	0.9375	0.9153	0.9275	58.66666667	0.926766667
1852199	Plus	60	51	75	0.9667	0.9608	0.9467	62	0.958066667
1852200	Minus	51	57	70	0.9804	0.9649	0.9571	59.33333333	0.967466667
1852305	Plus	60	54	79	1	1	0.9747	64.33333333	0.991566667
1852306	Minus	47	66	71	0.9787	0.9697	0.9718	61.33333333	0.9734
1852325	Plus	60	50	79	1	1	0.9873	63	0.995766667
1852326	Minus	50	65	66	0.98	0.9692	0.9697	60.33333333	0.972966667
1852733	Plus	57	55	75	0.9649	0.9636	0.9867	62.33333333	0.971733333
1852734	Minus	48	66	66	0.9792	0.9848	0.9545	60	0.972833333
1852790	Plus	55	54	72	0.9273	0.963	0.9306	60.33333333	0.9403
1852791	Minus	48	66	63	0.9792	0.9848	0.9524	59	0.972133333
1852901	Plus	49	53	63	0.9796	0.8679	0.9524	55	0.9333
1852902	Minus	49	63	62	0.9388	0.9365	0.9677	58	0.947666667
1853017	Plus	54	58	69	0.9815	0.9483	0.971	60.33333333	0.966933333
1853018	Minus	47	64	59	0.8723	0.9531	0.9492	56.66666667	0.924866667
1853965	Plus	51	56	67	0.902	0.9464	0.9851	58	0.9445
1853966	Minus	43	53	62	0.8605	0.9811	0.8548	52.66666667	0.8988
1854216	Plus	49	56	68	0.9592	0.9821	0.9706	57.66666667	0.970633333
1854217	Minus	45	55	70	0.9111	0.8182	0.8571	56.66666667	0.862133333
1854231	Plus	56	59	71	0.9643	0.9492	0.9437	62	0.9524
1854232	Minus	47	58	73	0.8298	0.8793	0.9041	59.33333333	0.871066667
1854265	Plus	55	62	72	1	0.9839	0.9722	63	0.985366667
1854266	Minus	49	58	74	0.9592	0.931	0.973	60.33333333	0.9544
1854376	Plus	55	57	70	0.9091	0.9474	0.9143	60.66666667	0.9236
1854377	Minus	50	57	71	0.92	0.807	0.8873	59.33333333	0.871433333
1854738	Plus	55	61	69	0.8364	0.9016	0.8841	61.66666667	0.874033333
1854739	Minus	54	56	74	0.7963	0.9107	0.9054	61.33333333	0.8708
1855532	Plus	64	66	71	0.9688	0.9848	1	67	0.984533333
1855533	Minus	55	62	79	0.9818	0.9677	0.962	65.33333333	0.9705
1855666	Plus	61	67	69	0.9508	0.9552	0.9855	65.66666667	0.963833333
1855667	Minus	53	64	81	0.9623	1	0.9753	66	0.9792
1855870	Plus	56	65	67	0.9464	0.9846	0.9701	62.66666667	0.967033333
1855871	Minus	48	59	78	1	0.9492	0.9744	61.66666667	0.974533333
1855876	Plus	56	66	66	1	1	0.8939	62.66666667	0.964633333
1855877	Minus	46	59	78	0.9565	0.9492	0.859	61	0.921566667
1856414	Plus	55	67	59	0.9455	0.9403	0.9831	60.33333333	0.9563
1856415	Minus	42	62	75	0.9048	0.9194	0.9333	59.66666667	0.919166667
1857032	Plus	66	67	61	0.9848	1	0.9672	64.66666667	0.984
1857033	Minus	45	54	65	0.9556	0.9074	0.9692	54.66666667	0.944066667
1857138	Plus	59	67	60	0.9153	0.9701	0.95	62	0.945133333
1857139	Minus	47	57	68	1	0.9825	1	57.33333333	0.994166667
1857308	Plus	62	68	63	0.9839	1	1	64.33333333	0.994633333
1857309	Minus	43	56	69	0.9535	0.9643	0.9855	56	0.967766667
1857527	Plus	58	65	60	1	0.9385	0.9833	61	0.973933333
1857528	Minus	48	58	70	0.8958	0.8793	0.8714	58.66666667	0.882166667
1858579	Plus	73	59	59	0.9589	0.9492	0.9492	63.66666667	0.952433333
1858580	Minus	55	52	66	1	0.9808	0.9848	57.66666667	0.988533333
1860096	Plus	54	60	59	1	0.9833	1	57.66666667	0.994433333
1860097	Minus	46	49	64	1	0.9388	0.9531	53	0.963966667
1860188	Plus	54	61	58	0.9444	0.9836	0.9483	57.66666667	0.958766667
1860189	Minus	48	48	64	0.9792	0.9792	0.9375	53.33333333	0.9653
1860281	Plus	52	61	55	0.9615	0.9016	0.9818	56	0.9483
1860282	Minus	47	49	66	0.9787	0.9796	0.9848	54	0.981033333
1860356	Plus	55	61	59	0.9818	1	0.9492	58.33333333	0.977
1860357	Minus	47	51	65	1	1	1	54.33333333	1
1861429	Plus	38	48	50	0.5263	0.4792	0.6	45.33333333	0.535166667
1861430	Minus	42	50	61	0.1667	0.04	0.082	51	0.096233333
1861449	Plus	50	49	56	0.7	0.6735	0.6964	51.66666667	0.689966667
1861450	Minus	38	41	49	0.6579	0.5366	0.4286	42.66666667	0.541033333
1861598	Plus	48	52	61	0.9167	0.8846	0.8689	53.66666667	0.890066667
1861599	Minus	45	47	64	0.8222	0.8298	0.7344	52	0.795466667
1862287	Plus	49	48	61	1	0.9375	0.9836	52.66666667	0.9737
1862288	Minus	45	53	64	0.9778	0.8868	0.9219	54	0.928833333
1862521	Plus	50	44	53	0.86	0.9091	0.9057	49	0.8916
1862522	Minus	48	53	62	0.875	0.8868	0.9032	54.33333333	0.888333333
1862855	Plus	53	54	62	0.9434	0.963	0.9839	56.33333333	0.963433333
1862856	Minus	47	60	54	0.9574	0.8833	0.9444	53.66666667	0.928366667
1862966	Plus	49	54	62	1	0.9815	0.9839	55	0.988466667
1862967	Minus	49	61	55	0.9796	0.9836	0.9636	55	0.9756
1863006	Plus	51	55	63	0.9804	0.9636	0.9683	56.33333333	0.970766667
1863007	Minus	49	61	51	0.9796	0.9836	1	53.66666667	0.987733333
1863536	Plus	48	47	57	0.9375	0.8936	0.9649	50.66666667	0.932
1863537	Minus	49	60	51	0.9796	0.9667	0.9804	53.33333333	0.975566667
1863746	Plus	51	47	54	0.9412	0.7872	0.8704	50.66666667	0.866266667
1863747	Minus	41	58	51	0.7805	0.8966	0.8431	50	0.840066667
1863784	Plus	47	47	52	0.9787	0.8936	0.9038	48.66666667	0.925366667
1863785	Minus	40	53	45	0.475	0.3962	0.4889	46	0.453366667
1863944	Plus	53	49	54	0.8302	0.9388	0.8889	52	0.885966667
1863945	Minus	44	60	53	0.9318	0.95	0.9434	52.33333333	0.941733333
1864298	Plus	54	52	58	1	0.9615	0.9828	54.66666667	0.981433333
1864299	Minus	46	58	58	0.9783	1	0.9483	54	0.975533333
1864394	Plus	53	51	57	0.9434	0.9412	0.9298	53.66666667	0.938133333
1864395	Minus	45	54	57	0.9333	0.963	0.9474	52	0.9479
1864472	Plus	56	51	59	0.8929	0.9804	0.9492	55.33333333	0.940833333
1864473	Minus	43	58	56	0.9535	0.9828	0.9286	52.33333333	0.954966667
1864942	Plus	54	63	57	0.9444	0.9683	0.9825	58	0.965066667
1864943	Minus	40	62	56	0.95	0.9677	0.9286	52.66666667	0.948766667
1865103	Plus	52	60	54	0.8846	0.8833	0.8519	55.33333333	0.873266667
1865104	Minus	38	62	55	1	0.9839	0.9636	51.66666667	0.9825
1865245	Plus	58	65	57	0.8966	0.9692	0.9825	60	0.949433333
1865246	Minus	39	62	58	0.9744	1	1	53	0.991466667
1865313	Plus	58	63	55	0.9655	0.9683	0.9636	58.66666667	0.9658
1865314	Minus	41	62	56	0.9756	0.9677	0.9821	53	0.975133333
1865742	Plus	54	60	48	0.8889	0.8833	0.9167	54	0.8963
1865743	Minus	42	56	61	0.9286	0.9821	0.9672	53	0.9593
1866185	Plus	54	58	49	0.9815	0.9138	0.9592	53.66666667	0.9515
1866186	Minus	42	56	58	0.9048	0.9643	0.8966	52	0.9219
1866921	Plus	54	62	48	1	0.8871	0.9792	54.66666667	0.955433333
1866922	Minus	42	55	63	0.9286	0.9818	0.9524	53.33333333	0.954266667
1866999	Plus	54	59	48	0.9259	0.9322	0.9583	53.66666667	0.9388
1867000	Minus	45	57	60	0.9556	0.9474	1	54	0.967666667
1867344	Plus	51	56	44	1	0.9643	0.9545	50.33333333	0.972933333
